TQ,DPQ,C,OU,DI,DFT,DFO,RD
4,0,0,2,6,5,1,3
0,4,2,4,8,0,6,7
0,3,1,0,6,1,2,4
1,2,3,1,10,1,3,8
2,2,3,4,17,5,10,13
3,2,4,3,26,7,8,19
0,2,0,0,7,0,0,5
3,2,2,4,22,8,8,14
3,2,4,3,13,3,7,9
3,3,2,1,18,9,1,7
0,0,3,2,53,18,11,35
0,4,0,0,3,0,3,3
4,2,3,2,28,28,1,0
3,0,3,3,64,31,18,34
1,3,0,0,6,1,3,6
1,3,1,1,10,2,2,8
0,0,1,2,34,6,11,28
0,0,4,1,86,18,15,66
3,2,3,3,13,7,0,6
2,1,2,0,13,1,0,10
1,2,2,1,11,2,3,9
4,3,2,4,17,14,4,1
3,0,1,4,23,11,8,12
2,1,4,3,37,13,11,24
1,0,0,3,21,8,6,14
2,4,1,4,7,2,4,5
2,3,0,3,3,1,0,2
3,1,4,3,46,18,14,27
2,3,3,0,17,8,2,7
3,1,0,3,5,4,1,0
1,2,4,3,26,0,11,26
1,4,1,2,8,0,1,8
4,2,1,3,5,8,1,1
1,2,2,0,6,1,0,6
3,3,3,0,2,0,2,2
1,4,2,2,16,3,4,12
3,1,1,0,16,8,4,8
3,4,1,4,6,2,3,3
3,0,0,2,11,3,0,9
1,3,2,0,26,4,3,22
1,1,1,0,15,5,2,9
2,3,0,2,1,1,4,1
3,3,0,4,2,0,2,0
0,3,2,3,11,1,4,9
3,0,3,3,61,26,17,35
1,3,3,4,2,0,3,1
1,4,1,0,9,1,0,7
0,4,2,2,8,1,4,6
2,1,4,4,49,8,33,42
0,1,2,0,22,2,2,19
3,3,3,1,3,0,0,3
4,4,4,3,13,12,0,1
4,2,3,1,25,17,2,7
3,4,0,2,2,0,0,1
4,4,1,2,6,0,0,4
2,4,0,0,1,2,3,1
3,2,1,1,11,3,0,8
4,3,0,2,7,4,0,3
4,2,4,2,21,18,3,1
3,4,3,0,17,5,4,12
3,1,0,2,5,1,5,2
0,0,2,1,39,9,6,29
4,2,3,0,36,35,2,0
2,1,4,2,16,8,6,7
1,4,3,1,19,7,2,12
0,2,4,4,31,4,26,26
1,2,3,4,30,3,20,28
0,0,1,2,31,4,9,27
1,2,0,2,3,1,0,1
4,4,0,3,2,1,4,1
2,3,2,0,16,2,2,14
4,2,4,3,35,25,4,11
1,0,4,4,84,26,49,58
3,0,3,2,77,36,16,41
0,1,4,3,19,6,5,14
2,3,0,4,2,1,0,0
1,3,0,1,2,0,1,2
2,3,1,2,5,2,3,3
4,4,3,2,5,2,1,2
1,3,1,3,3,0,2,2
1,3,4,1,24,1,5,23
4,2,2,1,10,8,2,0
3,2,2,4,10,0,9,10
3,1,1,3,16,6,8,12
3,0,4,3,61,24,20,36
2,1,0,2,9,1,4,7
3,2,3,1,8,4,1,3
4,0,0,2,18,23,1,1
3,0,1,2,29,13,6,16
2,4,2,4,14,4,8,10
3,1,4,1,54,28,6,26
3,4,3,1,7,3,0,3
2,0,3,1,77,22,10,53
2,3,2,3,18,0,10,17
1,0,4,3,84,21,31,64
4,0,3,1,74,72,3,4
2,1,2,3,19,5,8,14
4,1,0,0,10,7,1,4
1,1,4,0,50,5,7,44
4,0,1,2,31,26,5,4
3,3,0,3,5,1,2,3
1,3,3,3,13,4,6,7
4,3,4,1,22,14,2,7
4,2,3,0,33,25,0,9
3,2,3,4,35,15,15,20
1,3,3,0,16,3,1,13
3,1,0,1,0,0,1,0
0,4,1,3,2,1,0,0
4,0,2,2,58,53,3,5
4,3,3,1,2,2,2,1
1,0,2,1,35,8,6,26
2,1,3,2,17,5,2,10
2,1,4,4,39,20,18,19
3,1,1,1,8,3,3,4
0,3,3,3,8,1,3,7
0,3,2,1,16,4,1,11
4,1,0,4,3,2,3,0
4,1,2,2,46,34,3,12
3,4,1,3,12,5,4,7
3,4,0,3,3,0,0,3
3,1,2,3,39,18,9,21
4,1,3,2,12,2,4,9
0,0,2,1,46,12,10,34
0,4,4,4,16,6,11,9
3,1,2,2,17,2,4,14
3,4,3,1,15,7,1,9
4,3,0,0,1,0,3,0
2,1,1,1,9,2,0,7
1,4,3,3,16,4,7,13
4,2,4,4,20,22,1,1
1,1,1,3,16,4,7,11
3,4,2,2,9,2,3,7
0,2,3,1,19,4,1,14
2,1,4,3,38,20,10,18
2,4,4,4,0,1,2,1
3,2,0,4,6,2,3,4
4,2,1,0,7,3,4,4
4,4,1,3,7,3,3,4
0,1,0,3,3,0,3,4
3,2,3,0,12,8,1,4
2,1,4,0,48,23,6,22
0,3,4,4,19,4,14,15
3,0,0,2,5,0,2,4
0,2,0,1,2,0,1,2
0,1,2,0,40,6,6,34
4,0,3,4,67,59,4,8
2,3,2,1,17,4,4,13
4,1,1,2,19,20,1,0
1,4,1,4,2,0,0,2
4,4,0,4,1,1,2,0
3,2,0,1,11,4,1,6
0,2,1,3,4,2,3,3
2,4,1,2,4,1,0,1
3,3,2,4,11,6,1,5
3,0,0,3,9,6,1,3
3,3,3,0,2,0,0,2
2,3,3,0,37,12,4,25
2,0,4,2,82,36,13,46
0,0,3,0,46,7,8,38
3,1,0,4,1,0,1,2
2,4,3,3,10,3,3,8
1,4,4,0,13,2,4,10
1,1,3,1,19,2,1,16
2,4,1,4,9,2,3,6
0,3,3,2,8,0,4,7
0,2,0,2,8,0,4,8
3,4,4,1,22,9,4,14
3,0,1,4,22,13,9,9
4,4,2,0,10,11,1,3
2,3,0,2,0,1,5,1
3,2,1,2,8,3,3,4
4,0,1,4,36,38,6,1
3,4,2,1,12,7,1,5
3,2,1,4,10,5,2,5
2,0,4,0,72,10,9,61
0,0,0,3,14,2,7,12
1,2,2,4,7,1,0,5
4,2,1,0,11,14,0,1
1,3,1,3,3,1,1,1
2,1,4,4,25,12,10,13
3,3,1,1,4,2,3,1
0,0,1,4,48,7,37,40
4,4,1,4,5,10,2,0
2,1,3,3,21,10,6,10
2,1,2,2,15,6,5,10
0,4,4,2,20,2,6,17
3,0,4,3,80,38,19,42
1,2,4,3,44,6,15,38
2,3,0,4,7,1,4,5
3,2,0,1,8,2,2,4
1,3,2,0,13,2,2,9
2,2,2,4,22,8,13,13
3,0,1,0,28,6,2,21
0,1,0,4,5,1,1,4
1,3,4,3,14,3,2,8
4,3,1,3,8,1,4,5
1,0,0,0,15,3,2,10
4,0,1,3,40,27,9,14
1,2,2,4,26,10,9,14
3,2,4,0,40,21,1,18
3,3,2,1,10,6,0,4
2,1,0,0,11,6,0,4
4,1,1,3,10,4,5,6
4,4,1,0,3,0,1,5
4,3,0,3,3,5,4,1
4,3,2,3,14,18,0,2
4,0,2,4,51,35,13,16
1,0,4,0,89,21,8,67
0,2,4,1,19,3,3,15
1,1,1,0,34,10,8,25
4,0,4,3,60,42,4,16
2,0,2,2,37,7,10,28
3,1,1,0,20,6,2,11
2,3,2,4,3,0,3,5
2,0,1,4,39,11,23,29
1,1,0,2,12,3,3,9
3,1,3,1,19,7,0,11
3,0,0,0,23,13,1,8
3,3,3,0,8,0,4,6
0,0,4,4,85,22,53,62
3,2,4,3,34,22,4,12
2,2,2,0,17,1,4,17
0,3,2,4,8,0,2,8
4,4,2,1,11,9,3,1
1,4,3,2,5,1,1,3
0,2,2,3,16,3,5,13
4,4,2,4,6,3,4,3
4,2,2,3,21,24,4,1
2,4,3,2,14,8,1,5
1,3,1,2,8,1,3,6
2,4,4,1,10,1,0,8
3,1,1,0,19,10,0,7
4,0,4,4,90,74,7,12
2,4,4,1,20,9,5,10
1,4,0,3,4,0,4,5
4,4,3,2,22,23,0,0
3,3,1,2,9,4,0,5
3,2,2,2,14,3,3,9
4,2,3,1,18,12,1,7
4,4,2,4,21,16,4,5
3,3,4,1,14,8,2,5
2,2,4,4,21,4,11,15
4,3,0,0,4,4,3,1
4,4,0,3,5,3,0,2
0,2,2,4,12,0,15,12
1,1,4,0,29,1,5,28
0,3,3,1,24,3,1,20
4,0,3,3,47,42,4,7
2,3,1,0,14,6,1,6
4,0,1,4,34,26,6,6
2,0,3,0,60,16,9,43
1,0,4,1,62,13,11,49
2,0,2,4,48,14,29,33
1,1,2,2,36,7,8,28
3,4,1,3,10,0,3,11
3,3,4,2,31,18,4,11
4,0,3,4,70,51,17,17
0,3,3,2,14,4,3,10
1,2,2,0,15,2,5,11
1,1,1,0,22,3,4,18
0,2,1,0,15,3,0,12
4,0,0,1,24,25,2,0
2,0,4,0,76,25,13,51
2,4,4,3,13,3,4,8
2,4,3,1,20,3,5,17
0,3,2,0,23,3,3,18
3,4,1,2,5,2,3,3
3,2,3,0,19,1,1,19
0,2,1,1,13,1,3,12
0,2,4,4,21,4,14,16
0,0,4,4,82,17,53,63
3,3,1,0,13,6,5,6
4,1,2,4,10,4,5,3
2,1,3,2,35,12,1,21
4,2,3,4,27,23,2,4
0,4,0,3,2,1,0,2
2,0,0,2,11,5,2,5
1,3,4,3,20,3,10,18
1,3,2,4,17,5,5,13
4,2,1,4,12,11,2,2
1,3,0,1,5,0,1,3
4,0,3,1,63,56,2,7
4,1,1,2,8,6,1,1
0,2,0,1,2,0,0,1
4,2,2,2,29,21,1,6
2,0,0,0,10,1,3,10
4,3,0,0,0,1,0,1
1,4,1,4,8,2,3,4
2,2,2,2,12,5,3,5
4,0,4,0,63,50,2,14
4,0,3,4,64,51,9,12
2,0,0,4,12,2,7,9
0,0,1,4,21,3,16,18
4,0,2,1,33,27,0,6
3,4,4,3,5,1,1,4
4,3,0,1,10,7,0,2
1,4,3,4,6,1,3,3
2,0,4,2,82,21,18,62
4,4,1,0,4,4,0,1
2,2,3,3,12,4,5,6
3,4,3,4,17,10,4,6
4,3,4,4,15,13,2,1
4,0,1,2,17,8,1,9
3,2,0,0,2,1,1,1
3,3,1,3,9,5,2,3
0,4,3,2,18,1,6,18
2,3,4,3,27,9,8,17
2,1,0,4,4,0,1,3
3,0,3,1,57,22,5,35
0,2,3,2,22,5,6,16
3,0,4,3,56,28,10,29
3,4,4,2,6,2,3,6
3,0,2,2,51,22,4,29
0,0,0,3,6,0,2,5
3,2,3,3,15,2,9,13
4,2,3,1,30,20,2,9
2,3,2,2,11,2,0,8
0,3,0,2,3,1,0,1
4,0,4,3,78,58,7,19
0,2,3,4,11,2,6,9
2,1,2,3,14,3,1,11
2,2,2,0,31,10,7,22
0,4,2,0,12,2,2,10
4,4,1,3,6,6,2,1
4,4,1,4,5,7,1,2
4,4,0,3,3,2,3,0
0,1,1,2,22,3,7,20
3,0,2,2,42,24,7,18
0,1,1,1,20,6,1,13
3,4,1,0,8,0,3,7
2,0,0,1,16,10,5,7
1,1,0,0,10,3,0,6
3,4,3,1,4,0,2,3
1,3,3,2,19,5,2,13
4,1,0,0,6,3,0,2
4,4,1,4,6,5,0,0
3,2,2,2,17,10,2,7
3,0,1,0,18,8,2,10
4,3,1,2,8,10,2,2
0,0,0,0,28,5,6,23
1,1,0,2,4,1,3,2
4,4,1,2,4,1,2,2
1,1,1,1,17,4,5,13
0,1,4,0,29,5,5,23
2,2,3,3,31,5,9,25
4,4,0,2,1,0,2,2
3,4,2,0,11,5,1,6
0,0,3,2,64,8,17,54
3,1,2,0,14,4,1,10
2,2,4,0,19,0,5,18
0,4,2,2,4,1,0,2
2,2,1,0,14,6,4,8
2,2,0,2,7,3,3,4
3,1,0,2,4,0,1,4
1,2,1,3,10,1,6,8
0,0,2,2,45,10,12,36
4,3,1,3,3,1,3,2
3,0,0,3,22,4,10,15
1,1,1,3,24,4,8,20
4,0,2,2,45,40,3,4
4,4,1,1,4,4,1,0
1,3,1,3,3,0,3,1
2,0,1,2,33,12,9,21
3,3,0,3,3,1,1,2
4,1,2,0,28,20,0,8
1,4,2,0,9,2,2,6
2,1,2,4,37,13,18,23
1,4,2,0,14,1,2,13
1,4,1,2,8,0,5,7
4,0,4,1,81,72,2,10
3,2,3,0,37,13,5,22
3,0,4,0,93,43,7,48
3,4,0,3,2,1,1,0
3,4,1,3,3,0,3,3
1,2,1,0,9,0,0,8
2,4,0,0,3,1,2,3
4,4,4,1,31,22,0,9
1,4,4,0,26,13,4,12
2,3,2,4,15,5,8,11
4,4,1,0,2,2,3,1
4,2,0,0,0,2,1,1
2,3,1,0,11,1,2,7
1,4,3,2,8,1,2,9
2,1,4,4,42,17,18,24
0,0,4,0,69,8,11,62
1,1,4,0,39,18,3,19
3,2,3,0,32,18,2,15
2,2,3,2,10,5,0,4
4,0,1,0,24,14,4,8
3,2,0,2,4,0,2,4
2,0,3,1,67,11,15,55
2,3,2,4,10,2,5,6
2,1,0,3,3,1,0,1
2,3,0,1,2,2,2,1
2,1,0,0,2,0,1,2
2,4,2,2,14,7,2,8
3,3,3,4,31,8,17,22
4,2,4,0,16,10,1,7
1,2,0,0,6,2,0,5
3,1,0,4,9,2,2,7
0,4,3,0,16,2,3,15
3,2,0,4,2,1,0,1
4,4,2,0,17,13,2,4
0,0,4,4,75,24,40,50
0,1,2,1,33,0,3,31
1,4,0,0,2,1,3,0
4,0,1,4,18,15,0,3
1,4,4,3,23,1,9,22
4,1,4,1,29,26,0,3
3,2,1,2,17,7,5,10
2,4,0,1,7,2,0,5
0,4,0,4,0,1,1,0
0,4,3,4,9,1,6,10
1,2,2,4,9,4,2,3
2,2,1,4,4,1,0,3
4,3,4,2,16,8,0,6
2,3,1,3,6,2,2,4
0,1,0,4,7,2,4,4
0,4,1,0,12,1,3,8
0,2,4,2,43,5,11,39
0,1,1,3,6,1,0,3
1,2,4,3,21,4,9,18
1,2,4,2,30,0,9,29
4,3,0,4,3,2,0,2
4,2,4,3,35,26,4,8
2,1,4,2,27,14,2,14
1,4,2,1,12,1,5,11
1,4,4,2,11,1,3,9
2,4,1,0,12,1,1,10
4,1,1,2,1,1,0,1
4,1,2,4,11,17,0,1
2,4,1,1,4,0,2,5
3,2,3,2,26,13,6,13
4,2,0,1,8,6,1,1
2,2,1,0,13,3,2,9
1,4,0,4,4,1,2,2
0,0,1,2,22,3,5,18
1,0,2,4,56,17,33,39
0,0,3,4,51,10,28,39
3,1,0,1,6,1,2,2
3,1,2,1,17,8,4,8
3,3,4,2,12,6,1,5
4,4,2,0,11,15,0,1
4,1,2,1,35,31,3,3
2,0,3,2,68,21,12,48
4,0,0,1,13,14,0,1
2,1,1,4,19,1,10,16
4,2,0,0,6,5,1,2
2,2,1,2,21,9,4,10
1,4,1,4,4,0,1,3
3,2,4,4,32,4,23,27
3,3,0,1,1,0,1,1
2,3,0,3,7,4,1,2
1,4,2,3,11,2,5,9
0,1,0,4,8,1,3,6
2,0,0,1,30,4,6,24
4,3,3,0,12,11,1,0
3,1,0,1,7,4,0,3
4,3,2,3,10,9,0,0
1,4,2,0,11,2,2,10
1,3,3,2,12,4,3,7
2,1,2,4,23,9,12,13
4,1,2,0,15,15,0,1
0,4,1,3,7,2,1,4
2,0,0,1,9,5,0,3
4,3,2,3,8,4,2,3
1,0,3,2,55,25,9,31
3,1,3,2,26,14,7,12
4,2,2,3,5,4,2,0
3,0,0,0,15,3,3,11
4,0,4,3,76,62,4,12
1,4,1,2,4,0,2,4
4,3,0,2,3,2,0,1
2,3,4,0,7,2,1,4
2,3,0,4,5,1,3,4
2,2,0,4,1,0,2,1
2,4,3,2,13,5,2,8
1,4,0,4,4,1,0,3
3,2,4,4,30,14,11,15
1,1,0,4,12,4,6,8
3,3,2,4,3,0,3,2
4,0,1,3,27,20,3,5
2,0,0,3,19,0,9,19
2,4,1,1,5,2,3,2
2,4,0,1,3,0,0,2
4,1,0,4,3,0,5,3
4,1,1,2,19,13,0,5
2,2,0,0,5,0,1,5
2,3,0,3,6,1,3,4
3,3,2,2,0,1,1,1
0,3,4,2,10,1,3,10
4,1,1,1,26,16,2,9
0,3,2,3,13,5,2,7
3,4,2,1,13,11,2,3
3,0,3,3,60,28,14,32
4,1,4,4,41,34,4,8
0,4,0,0,1,1,3,0
2,1,2,3,27,5,8,22
4,1,1,0,5,3,1,3
1,0,3,4,60,11,41,48
4,4,3,2,15,12,4,4
4,2,1,3,9,1,4,7
4,0,0,3,20,20,0,0
0,0,2,3,41,9,12,32
4,4,2,4,12,10,4,1
1,4,1,3,7,1,4,5
0,4,4,4,17,2,7,13
3,0,3,1,59,25,8,34
2,0,4,1,87,19,13,68
4,2,3,0,9,8,3,0
0,3,2,4,24,7,15,15
3,1,4,2,30,16,4,14
1,3,1,4,10,3,11,8
3,4,1,4,6,3,0,3
1,2,4,4,18,5,10,11
1,3,4,4,2,1,0,2
3,0,2,4,34,16,15,19
2,3,1,1,0,1,1,0
1,3,3,2,14,2,2,12
4,4,3,3,13,16,3,1
0,1,1,1,13,5,2,8
2,4,3,2,6,3,1,2
3,0,2,0,33,18,0,14
3,4,2,4,11,5,2,5
1,2,4,2,31,5,10,25
3,2,1,0,12,6,1,6
2,0,2,0,36,4,7,32
1,2,0,2,3,0,2,2
4,2,3,2,30,22,4,8
2,3,0,2,3,2,0,1
3,1,2,0,28,15,2,13
4,0,1,0,28,33,0,0
1,2,1,1,0,0,0,0
2,2,4,1,37,1,6,36
2,0,4,0,74,12,11,63
3,1,2,4,19,12,9,9
0,3,2,2,23,5,10,16
0,0,2,1,40,12,4,26
4,0,1,2,51,37,3,15
4,1,4,2,36,34,0,2
2,2,0,4,2,0,0,2
3,2,4,4,29,11,15,17
0,0,4,0,89,18,10,70
2,4,4,2,9,4,1,3
1,0,1,4,27,5,15,20
1,1,3,2,22,7,5,14
1,4,0,2,4,1,1,1
1,3,1,2,8,2,0,6
4,3,0,4,4,0,0,4
4,4,2,4,5,0,6,7
4,0,2,3,42,33,1,6
4,1,3,1,29,20,3,8
4,3,2,0,7,1,1,5
4,3,2,4,12,13,0,1
4,1,1,0,6,3,6,3
3,1,3,3,37,12,8,24
2,0,1,4,25,12,9,13
0,0,1,1,21,3,4,17
0,0,1,2,47,7,10,38
0,0,2,2,16,2,5,14
2,0,0,3,10,2,3,9
4,4,1,0,8,10,0,1
3,2,2,3,10,7,6,5
1,1,2,2,22,7,2,17
0,0,0,2,31,6,8,25
3,2,0,0,2,1,0,2
3,2,4,2,27,16,2,11
1,0,2,3,36,14,11,22
3,3,3,0,23,16,0,8
3,0,4,1,79,45,9,33
1,4,3,1,14,3,6,12
3,3,2,1,9,4,0,4
0,2,3,3,20,2,9,19
1,2,3,0,27,7,1,17
1,3,0,2,0,1,1,0
0,4,4,1,19,2,5,16
1,1,2,1,45,8,9,35
3,2,2,4,12,5,5,7
1,3,2,2,4,0,3,3
2,4,0,2,6,2,0,2
4,0,1,0,38,36,0,2
2,0,1,2,16,8,2,9
2,0,2,4,39,13,21,26
1,2,0,2,1,0,3,0
4,0,4,3,80,71,4,8
0,2,4,0,14,2,0,13
4,0,4,4,73,62,9,11
0,3,2,0,5,0,4,6
0,3,2,4,13,1,10,12
1,2,3,4,8,2,4,5
0,1,4,2,50,12,14,35
3,4,2,1,5,3,0,1
1,0,1,0,37,1,7,35
2,4,2,0,6,1,0,4
3,4,2,3,10,6,1,1
2,2,3,3,19,1,12,18
2,3,2,1,13,1,1,11
3,4,0,3,2,0,1,2
0,4,1,2,7,0,4,8
1,4,3,1,20,2,6,17
0,1,2,2,34,4,13,29
4,3,2,3,11,1,5,11
0,0,2,2,30,5,4,22
0,3,0,0,1,1,0,0
4,2,2,3,19,19,2,2
4,4,3,2,11,10,0,1
0,4,3,0,11,2,3,8
3,0,0,3,10,3,2,5
1,1,2,0,7,2,0,5
4,1,3,3,32,29,1,1
1,2,1,0,9,2,0,6
0,3,1,2,17,4,3,12
1,1,0,0,6,0,2,6
3,1,3,2,44,23,9,21
1,2,4,3,25,8,8,18
2,4,3,1,18,4,2,14
0,4,4,1,9,2,2,6
0,1,0,2,6,2,2,3
3,4,2,1,12,3,4,10
1,0,0,3,20,4,4,17
3,2,3,4,27,13,7,13
0,3,4,3,16,3,3,12
3,1,4,4,18,10,6,8
0,4,0,2,2,0,0,0
3,4,2,3,11,6,3,4
2,4,4,4,19,1,13,18
2,2,4,0,9,2,2,5
1,0,4,3,72,13,20,58
4,1,0,0,11,14,0,0
4,4,1,2,7,9,1,0
4,2,1,2,8,5,1,5
0,2,0,3,8,1,4,8
2,1,0,2,4,1,0,3
4,0,4,3,73,58,7,14
4,0,0,4,6,7,1,1
3,0,0,4,13,5,4,7
1,4,0,1,8,0,4,8
1,0,1,2,22,2,9,20
1,4,0,1,2,0,0,2
1,0,3,4,43,3,33,40
3,1,3,0,20,4,6,15
2,4,0,3,1,1,2,0
0,0,1,4,27,9,14,18
0,0,4,2,89,16,22,72
1,0,0,2,17,3,6,15
3,2,0,2,12,4,1,7
4,4,1,3,7,4,3,2
1,2,2,3,7,2,5,5
0,2,2,4,1,1,5,1
3,3,0,1,0,0,0,1
0,1,0,0,5,0,0,4
4,4,3,1,3,2,0,1
1,1,2,3,14,5,3,9
4,1,0,1,8,5,1,3
3,3,3,4,19,8,3,10
3,4,0,2,0,1,2,3
0,1,4,2,37,5,8,33
1,4,1,0,7,2,0,5
0,4,3,4,6,1,6,6
2,4,0,4,4,1,2,3
0,0,4,3,74,20,26,55
1,0,4,0,59,9,10,49
3,0,4,3,63,24,19,38
4,0,4,4,85,68,12,16
1,4,4,0,13,2,5,12
2,0,0,3,15,4,7,11
4,1,0,4,11,6,1,5
4,1,1,2,19,15,4,4
1,3,0,1,5,2,5,3
4,1,3,3,39,25,6,15
4,4,0,2,3,2,3,0
0,1,4,3,26,7,6,18
3,4,2,2,9,3,4,7
3,0,1,4,52,25,21,26
4,3,0,2,3,0,2,2
1,4,3,0,22,8,4,14
1,1,0,4,4,0,4,2
0,0,1,2,45,10,11,37
2,4,3,2,4,0,0,2
3,4,4,1,9,3,4,5
0,2,1,2,7,0,1,7
4,1,0,2,12,14,1,0
3,4,4,4,9,6,5,3
1,1,2,3,24,0,8,22
1,4,0,1,0,0,1,1
4,4,1,4,6,6,1,2
2,3,4,4,29,13,12,17
4,4,0,3,1,0,2,1
0,4,1,3,4,0,2,5
1,4,4,0,13,4,3,10
2,4,4,3,38,4,15,34
1,0,2,1,53,12,9,40
3,2,1,0,10,4,2,6
1,1,1,3,6,0,0,5
4,0,1,0,24,24,3,2
2,4,1,4,1,1,0,0
2,4,0,1,3,0,1,2
3,3,2,3,7,3,7,4
0,0,1,3,36,5,12,32
0,1,0,3,7,1,4,4
2,2,3,0,13,1,2,12
2,0,2,4,52,11,36,40
2,3,0,1,4,1,3,2
0,1,2,4,12,1,5,10
2,2,2,3,17,7,6,9
0,0,1,3,11,2,2,7
1,0,2,1,43,4,9,39
3,1,3,4,30,13,16,17
4,1,2,2,22,19,6,3
4,1,1,4,14,9,4,4
2,4,3,3,5,0,4,3
0,4,1,0,1,0,2,0
4,4,4,0,19,19,2,1
3,0,3,2,43,19,9,24
2,2,2,2,10,3,2,7
4,4,4,3,10,0,7,10
4,2,3,2,21,15,2,5
1,2,1,3,12,7,2,5
4,3,1,3,7,7,0,0
3,3,1,4,11,4,8,7
0,2,3,2,27,2,7,24
2,0,3,4,60,16,36,43
4,0,3,4,62,55,3,6
3,3,3,4,24,9,15,15
3,1,1,0,14,3,1,11
0,3,3,1,9,2,3,7
4,2,2,2,16,7,2,10
1,4,0,3,2,1,3,0
0,0,2,1,69,6,16,65
4,4,0,4,3,3,1,1
3,4,0,2,4,0,0,4
2,1,0,0,1,0,0,0
2,4,0,3,3,0,3,2
4,0,3,4,55,50,5,4
2,1,1,1,5,1,1,4
2,3,1,2,14,6,0,8
2,1,0,4,8,5,4,2
3,1,4,4,57,31,18,24
2,1,2,1,9,1,0,8
0,3,3,1,27,7,6,20
1,1,0,3,10,1,1,8
2,3,1,1,7,0,3,6
0,2,4,3,44,13,13,30
1,3,2,3,8,3,2,5
1,2,4,0,33,15,2,19
3,0,4,0,71,29,7,40
0,0,3,0,67,17,10,49
0,3,1,3,6,1,2,5
0,2,3,2,5,1,4,3
1,0,4,2,77,19,17,59
4,0,2,0,42,25,1,16
1,1,1,2,18,3,6,14
3,2,4,4,17,14,3,2
4,0,2,3,48,39,2,8
0,3,0,4,5,0,3,4
1,1,3,3,22,7,7,14
1,1,1,3,28,8,9,19
1,2,3,2,14,5,3,9
0,1,0,4,10,1,11,9
0,4,3,0,13,1,2,10
2,0,3,2,53,18,8,35
1,3,0,4,1,0,4,1
0,0,3,0,59,9,8,50
2,2,1,4,8,1,5,7
1,0,2,3,49,15,20,34
0,0,0,0,5,1,0,3
0,2,0,3,4,0,2,4
0,0,3,3,59,21,18,36
3,1,1,0,12,7,0,3
2,0,3,4,73,25,39,47
3,2,3,3,26,16,2,11
4,0,2,3,46,39,0,7
3,1,4,4,42,15,17,25
4,0,3,3,64,51,6,11
3,4,2,4,18,6,13,12
1,1,2,3,41,17,11,24
3,1,2,3,13,5,0,7
0,0,4,3,68,5,29,61
3,1,3,1,45,22,5,23
1,1,1,1,20,2,3,17
1,1,4,3,22,7,9,16
4,4,4,2,25,15,7,9
3,2,4,1,24,5,4,18
3,0,3,2,75,31,13,43
0,3,4,4,29,4,16,24
0,1,0,0,10,1,2,9
0,4,1,3,3,1,4,0
3,2,3,3,25,17,1,8
1,4,2,1,3,1,5,1
0,2,1,0,9,2,0,8
4,2,3,2,26,18,2,8
1,3,2,0,7,3,1,4
3,3,4,4,26,18,8,7
4,4,1,3,5,0,3,3
4,2,0,0,5,2,4,1
2,0,1,0,37,3,7,32
4,3,3,0,19,12,2,6
0,4,4,1,10,2,0,7
3,4,4,2,27,17,2,10
3,4,3,1,3,1,2,2
0,4,0,2,1,0,3,0
1,1,2,2,39,12,10,25
0,4,2,3,5,1,4,5
4,2,1,0,15,13,2,1
1,4,3,3,14,3,5,10
3,1,4,4,54,23,24,30
1,4,2,4,13,4,6,9
3,3,1,4,5,1,2,3
0,2,4,0,35,7,5,27
3,0,2,4,42,13,24,30
4,3,2,3,14,9,5,5
3,4,0,4,6,3,2,2
3,0,4,4,90,40,43,49
4,3,2,0,16,13,3,3
3,1,1,4,41,19,18,22
2,4,2,1,4,0,0,5
4,2,4,1,20,18,0,3
3,4,4,1,16,9,1,5
4,1,4,0,41,28,3,11
3,2,3,0,33,10,6,23
1,1,4,4,66,16,40,49
0,4,1,3,7,0,3,8
4,0,0,0,10,12,0,2
2,1,2,2,21,7,1,13
0,3,2,4,3,1,3,1
4,0,3,1,67,59,4,8
2,0,1,3,14,5,3,10
4,0,4,0,79,61,2,18
2,0,1,1,30,7,5,22
1,4,2,1,9,2,2,8
0,0,4,3,80,16,29,64
0,4,0,2,2,1,0,3
2,0,2,4,44,13,27,31
4,4,4,1,3,1,0,2
2,1,2,3,22,2,8,19
4,2,0,2,4,0,4,4
4,4,4,2,16,11,3,5
2,3,0,2,1,1,0,3
0,0,3,4,56,17,36,39
2,1,4,1,35,8,4,28
3,0,4,4,71,38,28,33
0,0,0,4,17,2,12,15
2,1,1,2,24,9,5,14
1,3,1,4,0,1,3,0
1,3,4,1,22,5,4,18
0,0,4,0,75,15,14,59
2,4,4,4,7,1,4,4
4,0,1,4,41,32,6,9
4,0,3,4,61,46,8,14
0,4,4,4,12,0,12,12
3,0,0,4,7,1,1,3
4,1,1,4,12,9,3,3
0,0,2,4,45,5,31,38
1,0,3,3,50,12,16,38
1,3,3,0,9,1,2,8
2,4,0,4,5,1,1,3
3,4,0,0,5,1,0,4
3,1,1,0,12,9,0,4
4,4,0,2,0,1,2,0
4,2,1,0,1,1,1,1
4,0,0,1,9,3,1,7
2,1,1,1,14,4,2,8
0,4,2,3,14,0,2,12
0,1,2,2,39,10,7,28
1,4,1,2,0,0,4,0
2,2,3,3,21,15,4,6
3,3,2,3,13,13,2,1
2,2,4,1,17,5,4,10
1,3,1,2,8,2,1,6
3,0,2,4,38,14,21,24
4,0,3,0,52,40,1,11
2,4,4,3,13,7,5,6
1,0,1,2,13,0,0,12
